name,confidence,models,roles,organizations,source_count,years,sources
דני זרנסיקי חבילות,medium,hebert,,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/#main; https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/
אייאד אבו אלחסן,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/#main; https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/
רנא אבו פריחה,medium,dictabert,מפיק,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/#main; https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/
רנא אבו פריחה - אסיאג,medium,hebert,,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/#main; https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/
סלאמה אבו אלגיעאן,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/#main; https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/
דני זר,medium,dictabert,מפיק,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/#main; https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/
אבו אלח,medium,dictabert,"במאי, מפיק",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/#main; https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/
עמית חכ,medium,dictabert,מפיק,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/#main; https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/
חלי גולדנברג,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/#main; https://aravaff.co.il/movies/%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a7%d7%95%d7%a8%d7%90%d7%aa-%d7%9c%d7%9a/
sou,medium,dictabert,,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%a1%d7%95%d7%9b%d7%9f-%d7%94%d7%97%d7%a9%d7%90%d7%99/#main; https://aravaff.co.il/movies/%d7%94%d7%a1%d7%95%d7%9b%d7%9f-%d7%94%d7%97%d7%a9%d7%90%d7%99/
קלבר מנדונסה,medium,hebert,"במאי, שחקן",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%a1%d7%95%d7%9b%d7%9f-%d7%94%d7%97%d7%a9%d7%90%d7%99/#main; https://aravaff.co.il/movies/%d7%94%d7%a1%d7%95%d7%9b%d7%9f-%d7%94%d7%97%d7%a9%d7%90%d7%99/
tom,medium,dictabert,,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%a1%d7%95%d7%9b%d7%9f-%d7%94%d7%97%d7%a9%d7%90%d7%99/#main; https://aravaff.co.il/movies/%d7%94%d7%a1%d7%95%d7%9b%d7%9f-%d7%94%d7%97%d7%a9%d7%90%d7%99/
emmanuel yovanie alpha oumar so,medium,hebert,,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9c%d7%99%d7%9e%d7%90%d7%9f/; https://aravaff.co.il/movies/%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9c%d7%99%d7%9e%d7%90%d7%9f/#main
tristan galand,medium,hebert,,קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9c%d7%99%d7%9e%d7%90%d7%9f/; https://aravaff.co.il/movies/%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9c%d7%99%d7%9e%d7%90%d7%9f/#main
אבו סנג,medium,dictabert,"במאי, שחקן",קרן קולנוע ערבה,2,2024,https://aravaff.co.il/movies/%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9c%d7%99%d7%9e%d7%90%d7%9f/; https://aravaff.co.il/movies/%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9c%d7%99%d7%9e%d7%90%d7%9f/#main
shaw,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/; https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/#main
ג'ורג'רוי,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/; https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/#main
william re,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/; https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/#main
david s. war,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/; https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/#main
marvin ham,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/; https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/#main
ויז,medium,hebert,במאי,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/; https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/#main
michael phill,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/; https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/#main
ward,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/; https://aravaff.co.il/movies/%d7%94%d7%a2%d7%95%d7%a7%d7%a5/#main
מייקל דודוק דה,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2016,https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/; https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/#main
מייקל דודוק דה - ויט,medium,hebert,,קרן קולנוע ערבה,2,2016,https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/; https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/#main
ויילד באנ,medium,dictabert,"במאי, מפיק",קרן קולנוע ערבה,2,2016,https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/; https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/#main
##hael dudok,medium,hebert,,קרן קולנוע ערבה,2,2016,https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/; https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/#main
וסט,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2016,https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/; https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/#main
הייאו מיאזקי,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2016,https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/; https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/#main
מיא,medium,dictabert,"במאי, מפיק",קרן קולנוע ערבה,2,2016,https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/; https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/#main
אלבר למוריס,medium,hebert,,קרן קולנוע ערבה,2,2016,https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/; https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/#main
אלבר למורי,medium,dictabert,,קרן קולנוע ערבה,2,2016,https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/; https://aravaff.co.il/movies/%d7%94%d7%a6%d7%91-%d7%94%d7%90%d7%93%d7%95%d7%9d/#main
טאקומי,medium,hebert,במאי,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/
ריוסוקה המגוצ,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/
yoshio kitagawa,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/
יוסוקה,medium,hebert,במאי,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/
טאקו,medium,dictabert,במאי,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/
ריו,medium,dictabert,במאי,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/
האנה,high,dictabert+hebert,במאי,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/
ריוסוקה המגוצ'י,medium,hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/
ryusuke hamaguchi,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%94%d7%a8%d7%95%d7%a2-%d7%90%d7%99%d7%a0%d7%95-%d7%a7%d7%99%d7%99%d7%9d/
ג'ין הקמ,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
gene hack,high,dictabert+hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
all,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
bill but,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
פרנסיס פורד קופולה,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
ג'ין הקמן,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
קול,medium,dictabert,במאי,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
david shire,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
bill butler,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
richard chew,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
john cazale allen garfield,medium,hebert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
קופולה,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
david sh,medium,dictabert,,קרן קולנוע ערבה,2,,https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/; https://aravaff.co.il/movies/%d7%94%d7%a9%d7%99%d7%97%d7%94/#main
דנה ידלין,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/; https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/#main
אדם,medium,dictabert,מפיק,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/; https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/#main
יהושוע גיגי,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/; https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/#main
אהובה קרן,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/; https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/#main
ליהיא נחמני,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/; https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/#main
אבי הרפז,high,dictabert+hebert,"במאי, מפיק",קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/; https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/#main
אדם ויינגרוד,medium,hebert,מפיק,קרן קולנוע ערבה,2,2025,https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/; https://aravaff.co.il/movies/%d7%94%d7%aa%d7%94-%d7%a9%d7%9c-%d7%93%d7%9c%d7%99%d7%94-%d7%9e%d7%98%d7%99%d7%9c-%d7%a6%d7%9c-%d7%a2%d7%9c-%d7%94%d7%a8-%d7%a4%d7%95%d7%92%d7%99/#main
פיטר סארסגארד ),medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
alex or,medium,dictabert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
alex orlovsky,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
michel franco עריכה oscar figueroa,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
סילביה,high,dictabert+hebert,"מנהל, שחקן",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
ג'סיקה צ'סטיין,high,dictabert+hebert,"מנהל, שחקן",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
פיטר סארסגארד,medium,hebert,שחקן,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
ג'ני,medium,hebert,"במאי, שחקן",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
מישל פרנ,medium,hebert,"במאי, מפיק, שחקן",קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
פיטר סאר,medium,dictabert,שחקן,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
michel franco צילום yves cape,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
סול,medium,hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/; https://aravaff.co.il/movies/%d7%96%d7%9b%d7%a8%d7%95%d7%a0%d7%95%d7%aa/#main
קרלה,high,dictabert+hebert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%97%d7%93%d7%a8-%d7%94%d7%9e%d7%95%d7%a8%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%97%d7%93%d7%a8-%d7%94%d7%9e%d7%95%d7%a8%d7%99%d7%9d/
joh,medium,dictabert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%97%d7%93%d7%a8-%d7%94%d7%9e%d7%95%d7%a8%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%97%d7%93%d7%a8-%d7%94%d7%9e%d7%95%d7%a8%d7%99%d7%9d/
raf,medium,dictabert,,קרן קולנוע ערבה,2,2023,https://aravaff.co.il/movies/%d7%97%d7%93%d7%a8-%d7%94%d7%9e%d7%95%d7%a8%d7%99%d7%9d/#main; https://aravaff.co.il/movies/%d7%97%d7%93%d7%a8-%d7%94%d7%9e%d7%95%d7%a8%d7%99%d7%9d/
